name	category	relevance	country_iso	x	y
Lindisfarne Castle	Castle	131	GB	-0.4745950401831597	-0.5154532526838456
Skegness	Castle	185	GB	-0.29747958176663486	-0.44687344177503363
Wall	Castle	766	GB	0.4575578260641277	0.49039043647207053
Jarrow	Castle	115	GB	-0.47271070575333046	-0.54134146857006
Beamish Museum	Museum	163	GB	-0.4020804988346285	-0.4632609397540506
St Paul's Cathedral	Church	1741	GB	1.9914850232921752	2.013030911795221
Long Man of Wilmington	Archaeological Site	110	GB	-0.33259443701344316	-0.5521816415647073
Angel of the North	Monument	1316	GB	1.2578588676535423	1.3487957997029447
Big Ben	Monument	76	GB	-0.4063322589285981	-0.604691855668248
Westminster Abbey	Church	73	GB	-0.4106479125905661	-0.6093531688555839
National Gallery	Museum	86	GB	-0.3922218164886348	-0.5889550187300373
Exeter Cathedral	Church	107	GB	-0.36738025759818255	-0.5073275124432324
York Minster	Church	503	GB	0.1217648140413219	0.06806788009569417
Somerset House	Museum	434	GB	0.10902132364153447	-0.041901957111068776
Courtauld Institute of Art	Museum	174	GB	-0.26547379488359046	-0.4507353604703023
Tate Modern	Museum	158	GB	-0.2882297715988787	-0.47611682656913723
Tower 42	Building	205	GB	-0.22064035923633268	-0.40245237503622006
Canterbury Cathedral	Church	548	GB	0.2912712802900438	0.12257034529992376
ExCeL London	Building	117	GB	-0.3461670337596333	-0.5422861482998185
Imperial War Museum North	Museum	62	GB	-0.5085873443952726	-0.6070262579129604
Belfast Castle	Castle	63	GB	-0.5770442041341088	-0.5626840416653417
Norwich Cathedral	Church	126	GB	-0.3575678738932628	-0.5501337766690174
Alexandra Palace	Historical Site	1489	GB	1.6257105085825607	1.6168278950576087
Harry's Bar	Building	122	GB	-0.4217851928962501	-0.5241719314813426
The Queen	Building	82	GB	-0.4811373112863772	-0.587484360733181
Elim Pentecostal Church	Church	71	GB	-0.4146611288462276	-0.6145420613667819
Tate Britain	Museum	211	GB	-0.21160737137238397	-0.3923356209738391
HMS Belfast	Museum	57	GB	-0.43349910257039653	-0.6351677981316878
London Transport Museum	Museum	94	GB	-0.38073890534680116	-0.5764845560729547
Craigmillar Castle	Castle	103	GB	-0.5351946569350517	-0.5427563308557894
British Museum	Museum	260	GB	-0.1419491579196602	-0.3154154091068641
Natural History Museum	Museum	122	GB	-0.3404213250412541	-0.531657524785614
Bolton Abbey	Historical Site	440	GB	0.023180802787502442	-0.020380682536773418
Whitby Abbey	Church	125	GB	-0.43514228232996177	-0.535018834141697
Vindolanda	Archaeological Site	107	GB	-0.4927444705250593	-0.5424490242641209
Madame Tussauds	Museum	58	GB	-0.43323620074608515	-0.6326931376312842
Royal Academy	Museum	71	GB	-0.4139131318954381	-0.612400757270315
Royal Festival Hall	Building	247	GB	-0.16017503271997027	-0.3359650180713172
Didcot Railway Centre	Museum	67	GB	-0.4329028329719947	-0.6045573833477216
Battle of Bosworth Field	Archaeological Site	708	GB	0.45756488607448853	0.4009913015654717
National Railway Museum	Museum	184	GB	-0.3377160893626883	-0.433351675500022
All Hallows-by-the-Tower	Church	78	GB	-0.40332811519801504	-0.6021844726173949
St Bartholomew-the-Great	Church	75	GB	-0.40812975534064855	-0.6066777694290768
St Giles-without-Cripplegate	Church	58	GB	-0.43255978392177774	-0.63348479989895
Penshurst Place	Historical Site	100	GB	-0.35863913698664746	-0.5695305043372225
Dalkeith Palace	Historical Site	95	GB	-0.5452446952459601	-0.556159226390812
Rosslyn Chapel	Church	440	GB	-0.04776310523511858	-0.012266254418797263
Museum of London	Museum	123	GB	-0.33893143075660176	-0.5312423991270319
Witley Court	Historical Site	67	GB	-0.46424085031509904	-0.5928230500481232
Wells Cathedral	Church	170	GB	-0.28423345405369366	-0.42223989841104304
Linlithgow Palace	Castle	393	GB	-0.12333622828487129	-0.0808808031530964
Maeshowe	Monument	63	GB	-0.6909438703512389	-0.6191363149357906
Standing Stones of Stenness	Monument	59	GB	-0.6968082000991196	-0.6251688988279659
Winter Gardens, Blackpool	Building	84	GB	-0.4946796711512049	-0.5640890097668623
Castle Ward	Castle	102	GB	-0.5090455052287892	-0.5049175635737704
Coventry Cathedral	Church	219	GB	-0.2416184177338857	-0.36573467578099816
Kensington Palace	Palace	153	GB	-0.2961693654459361	-0.48280285034995235
King Alfred's Tower	Historical Site	112	GB	-0.3622380756985513	-0.5166844386929873
Hampton Court Palace	Palace	1364	GB	1.4499043455122484	1.4238825336996979
National Bowl	Amphitheater	96	GB	-0.39971215549683187	-0.5671949106596516
Italian Chapel	Church	59	GB	-0.6906491595495563	-0.6288892941491742
Ulster Museum	Museum	53	GB	-0.5894502318357837	-0.5782230925520507
Wembley Arena	Building	464	GB	0.14923759065953093	0.0072468028282758005
Earls Court Exhibition Centre	Building	271	GB	-0.12577070648337974	-0.2970475844856199
Bath Abbey	Church	128	GB	-0.3476234777150436	-0.49283633005318267
Dyrham Park	Historical Site	133	GB	-0.34366127252606654	-0.48525709212334023
Blickling Hall	Historical Site	141	GB	-0.3423095541466926	-0.5264568507525125
Ightham Mote	Building	67	GB	-0.40806945413321294	-0.6229270387084678
Sissinghurst Castle Garden	Castle	98	GB	-0.3560893368604965	-0.577665074678249
Salisbury Cathedral	Church	908	GB	0.7908561350396763	0.7277125463646064
Lincoln Cathedral	Church	616	GB	0.3125544796345536	0.2418902484966111
Durham Cathedral	Church	421	GB	-0.02656331329199344	-0.05807496026446248
HMS Victory	Museum	54	GB	-0.42458632219308406	-0.6230445289275461
Winchester Cathedral	Church	326	GB	-0.04290287363326131	-0.19383553417074506
SS Great Britain	Museum	329	GB	-0.06251898308189603	-0.1737845095272091
Bristol Cathedral	Church	60	GB	-0.4499566553957653	-0.596886318440125
Royal Crescent	Building	341	GB	-0.04112277685261902	-0.1578051158697993
The Circus	Building	60	GB	-0.44575032901677775	-0.5997119279439732
Abbey Road Studios	Building	533	GB	0.25038219663218336	0.11448547714302432
Bowood House	Building	92	GB	-0.3981110017820568	-0.5539060543216526
Burghley House	Historical Site	286	GB	-0.14314953489195326	-0.2754025153149243
Kingston Lacy	Building	101	GB	-0.36543706906598417	-0.536987461221678
Old Royal Naval College	Museum	128	GB	-0.32983793836241904	-0.5244175155382336
Queen's House	Museum	125	GB	-0.3340636658216793	-0.5291518950992705
The Vyne	Historical Site	65	GB	-0.424620255010052	-0.6083372642641507
Hayward Gallery	Museum	132	GB	-0.32578974576978276	-0.5167792466869864
Manchester Art Gallery	Museum	66	GB	-0.5026012972097661	-0.6015337795953063
Bodelwyddan Castle	Historical Site	67	GB	-0.5055007735003406	-0.5822981219165901
London Dungeon	Museum	56	GB	-0.4351569885022371	-0.63621998100357
Sherlock Holmes Museum	Museum	139	GB	-0.31663770855801826	-0.5052857778950965
Monument to the Great Fire of London	Monument	215	GB	-0.20609602702267305	-0.3866768318152326
Churchill War Rooms	Museum	306	GB	-0.07515655946374114	-0.24297464045829514
Nelson's Column	Monument	438	GB	0.11477812039906789	-0.03545408865240107
Cutty Sark	Museum	55	GB	-0.4349842926667115	-0.6391528778830531
Pitt Rivers Museum	Museum	112	GB	-0.3728048847896188	-0.5343185352910921
Kew Palace	Palace	119	GB	-0.3453919207029602	-0.5347462736451053
Waddesdon Manor	Museum	704	GB	0.4799984314474273	0.3919822770198913
Nonsuch Palace	Palace	253	GB	-0.14780901170172944	-0.32433936074388653
Holyrood Abbey	Church	155	GB	-0.46146512985905214	-0.4606904825265082
Church of Scotland	Church	600	GB	0.0881096777823322	0.24106628892069176
Palace of Holyroodhouse	Palace	112	GB	-0.5234145450584702	-0.5281894784841534
Scottish National Gallery	Museum	85	GB	-0.562438830446554	-0.5704213018359932
Scottish Parliament Building	Building	138	GB	-0.48594325433039726	-0.4873690357918245
Scott Monument	Monument	205	GB	-0.3896219276536558	-0.38177312502726557
St Giles' Cathedral	Church	157	GB	-0.4586457889704173	-0.4572701963195934
Ashmolean Museum	Museum	246	GB	-0.17974711488677106	-0.323533477845665
Strawberry Hill House	Museum	123	GB	-0.3385341119563958	-0.5277222699804047
Ham House	Museum	133	GB	-0.3241397873901099	-0.5122978189316295
Plan International	Building	70	GB	-0.4130893207964122	-0.6076192655915935
Buckfast Abbey	Historical Site	181	GB	-0.2556871363156893	-0.38666565406028097
Rufford Abbey	Historical Site	51	GB	-0.5037962835243611	-0.6396741090459414
Manchester Cathedral	Church	128	GB	-0.41353916469828866	-0.5040346874462605
Sutton Hoo	Archaeological Site	299	GB	-0.09094756247493989	-0.27614541211810656
Castle Tioram	Castle	51	GB	-0.595317335492925	-0.6180774467182433
Titanic Belfast	Museum	320	GB	-0.20549368712842486	-0.15879602586341132
Guildhall	Monument	65	GB	-0.5977697220931077	-0.5429640360317521
St. James's Palace	Palace	87	GB	-0.3907355690178251	-0.5872439529793586
Westminster Cathedral	Church	357	GB	-0.0016151941093721731	-0.1626131314322042
Eltham Palace	Palace	196	GB	-0.23024838885646504	-0.4180354096441963
Worcester Cathedral	Church	133	GB	-0.3648695864573567	-0.4905245552744052
Stirling Castle	Historical Site	774	GB	0.4176794146764354	0.5221364816002637
Gloucester Cathedral	Church	204	GB	-0.2526224587034353	-0.37705095466593064
Whitehall Palace	Historical Site	74	GB	-0.4093452001851448	-0.6078428669195642
Peterborough Cathedral	Church	241	GB	-0.20382729826023258	-0.34865703994372316
Wolf Hall	Historical Site	451	GB	0.1246963878846756	0.005871290331277354
St Clement Danes	Church	52	GB	-0.4411996184414084	-0.6426315593386577
St Martin-in-the-Fields	Church	471	GB	0.16228055712336942	0.016418313831220374
Osborne House	Historical Site	499	GB	0.2165098748332357	0.07905179130311579
Arundel Castle	Castle	400	GB	0.07698235749675911	-0.0865798818078736
Frogmore House	Palace	104	GB	-0.369378752155379	-0.554333657085333
Gray's Inn	Historical Site	386	GB	0.0396384631656768	-0.11748133144212679
Bedlam	Historical Site	145	GB	-0.3071691670012367	-0.49685884580654666
Westminster Hall	Historical Site	104	GB	-0.365989317467718	-0.5606504151655334
Blenheim Palace	Palace	2966	GB	3.7340690337059934	3.9544722141818958
Parliament of Georgia	Building	97	GE	0.3374872665626012	-1.1205113023805977
Osu Castle	Castle	76	GH	1.0553159323936583	-0.3922698964763354
Cape Coast Castle	Castle	236	GH	1.290403357416001	-0.1246529664877898
Bleak House	Building	1489	GI	2.0721851692452837	1.7569824741647777
Nazareth	Church	291	GP	0.49034077233707923	0.7060053041079135
Panagia	Church	64	GR	0.15447976782971493	-0.850475937201366
Mycenae	Archaeological Site	613	GR	1.0097774867330132	0.0005904307177204241
Megalopolis	Archaeological Site	84	GR	0.2523384788116732	-0.8214477557120953
Epidaurus	Archaeological Site	167	GR	0.37454760841092943	-0.7043214672320609
Thasos	Archaeological Site	126	GR	0.2288151316461633	-0.8051376854084461
Agora	Archaeological Site	74	GR	0.23434508253357145	-0.8608615348249681
Elis	Archaeological Site	100	GR	0.253442073793243	-0.7885960800064695
Eleusis	Archaeological Site	173	GR	0.3731803396523531	-0.7030518212736994
Acropolis Museum	Museum	91	GR	0.2591000371724212	-0.8341770253526815
Lyceum	Archaeological Site	172	GR	0.37571588521256566	-0.7070309181025058
Pnyx	Archaeological Site	89	GR	0.2560360860695937	-0.8372179816327291
Ancient Corinth	Archaeological Site	476	GR	0.8080024139161843	-0.2172751041584259
Delphi	Archaeological Site	81	GR	0.21738181759146652	-0.8360455368710618
Midea	Archaeological Site	60	GR	0.2166515624127457	-0.8697329557071614
Ancient Agora of Athens	Historical Site	157	GR	0.35391676575867925	-0.7303549347905993
Dodona	Archaeological Site	113	GR	0.2142909538947213	-0.7679762514546328
Nisyros	Archaeological Site	65	GR	0.29540306374237724	-0.9137690976533687
Temple of Artemis	Archaeological Site	2141	GR	3.1253930589376258	2.432181391516164
Hellenic Parliament	Monument	265	GR	0.5095647087854785	-0.5607137059270618
Metropolis	Church	106	GR	0.2969511010823622	-0.7885015900926874
Palaestra	Archaeological Site	56	GR	0.2004171871053257	-0.8599271889291153
Stavros Niarchos Foundation Cultural Center	Museum	81	GR	0.24529182275520695	-0.8492872789199064
Church of the Holy Apostles	Church	169	GR	0.2792756201775094	-0.7133849319896549
Mende	Archaeological Site	99	GR	0.20436622424726889	-0.8267669358627155
Tikal	Archaeological Site	62	GT	-0.13596602541541938	0.7145566938188876
Pilar	Archaeological Site	58	GT	-0.06545398882676033	0.7317882081915783
El Mirador	Archaeological Site	57	GT	-0.1628185362526822	0.7081663285631328
Manantial	Archaeological Site	69	GT	-0.11987082184652967	0.7212537846927161
San Diego	Archaeological Site	51	GT	-0.14967072794609548	0.7098550733489729
Church of Christ	Church	186	GU	2.2569777508798032	-2.171828685799331
Río Amarillo	Archaeological Site	90	HN	-0.015870168313179712	0.761124667650492
Zagreb Cathedral	Church	64	HR	-0.09871609193948426	-0.8103093210187928
Dalmatia	Archaeological Site	716	HR	0.9172081277571852	0.21874608929746603
Saint-Barthélemy	Church	146	HT	0.09971440061536592	0.6144292498060648
House of Terror	Museum	151	HU	0.0006818055837166033	-0.7221887239473713
Buda Castle	Castle	349	HU	0.28560844992835294	-0.4103685282005669
St. Stephen's Basilica	Church	187	HU	0.052265682523521574	-0.6653148196418005
Citadella	Castle	164	HU	0.019515011651086704	-0.7013180715486261
Aquincum	Archaeological Site	68	HU	-0.12117589327279257	-0.8526709962432725
Fisherman's Bastion	Castle	180	HU	0.04196674719973496	-0.6760781938675725
Matthias Church	Church	150	HU	-0.0012407668276801058	-0.7232400245077268
Szimpla Kert	Building	81	HU	-0.10019265673213183	-0.8321014419277208
Istana Bogor	Palace	227	ID	2.615678573752412	-1.513433951785723
Monumen Selamat Datang	Monument	64	ID	2.3683279014069423	-1.7719448461918659
Istana Merdeka	Palace	79	ID	2.38915226461626	-1.7484878498570815
Newgrange	Archaeological Site	454	IE	0.011927871740701526	0.06349892932469935
Dublin Castle	Building	230	IE	-0.29761285409462845	-0.28998321933720506
Blackrock Castle	Castle	88	IE	-0.47574644764533697	-0.47822222762340494
Ross Castle	Castle	61	IE	-0.5292423373803977	-0.5063911707885849
Blarney Castle	Castle	191	IE	-0.32985088684260405	-0.31415760723668534
Grianan of Aileach	Archaeological Site	83	IE	-0.5736328991624122	-0.5133563774110877
Guinness Storehouse	Building	78	IE	-0.5171262807185502	-0.5285460061608274
Kilmainham Gaol	Museum	267	IE	-0.24513049208891322	-0.23105233067177328
The Spire	Monument	54	IE	-0.5517082937325982	-0.5666742032423167
Book of Kells	Building	857	IE	0.6049629869195036	0.6959909720476396
Ballintubber Abbey	Church	72	IE	-0.5657578426578825	-0.5002804577088582
Lismore Castle	Castle	200	IE	-0.31786519556167897	-0.3094028897802874
Malahide Castle	Castle	106	IE	-0.4789900669706146	-0.48661081498328296
Bunratty Castle	Castle	112	IE	-0.47030091617440173	-0.4387389637048457
Dunguaire Castle	Castle	52	IE	-0.571817794919635	-0.5336187856666351
Samuel Beckett Bridge	Monument	75	IE	-0.5211965672355445	-0.5338905150672691
Tel Megiddo	Archaeological Site	339	IL	0.8899774570305297	-0.570897341460467
Independence Hall	Museum	461	IL	1.0786260943465509	-0.3711791497922073
Dolphinarium	Building	65	IL	0.508043993281564	-0.993771117716744
Azrieli Center	Building	71	IL	0.5167510038810529	-0.9847686548175093
Yad Vashem	Monument	106	IL	0.580147433877058	-0.9334082096234008
Bezeq	Building	57	IL	0.5037859936590454	-1.003815722857613
Tel Aviv Museum of Art	Museum	62	IL	0.5036355219161655	-0.9988665538186136
Qutb Minar	Monument	2481	IN	4.48007984093336	2.2604914006009382
Nagarjunakonda	Archaeological Site	61	IN	1.4025556703602244	-1.5315325877813397
Dhauli	Archaeological Site	178	IN	1.505541111404718	-1.43663860466911
Pari Mahal	Archaeological Site	52	IN	0.783914205666448	-1.5539059166347213
Falaknuma Palace	Building	326	IN	1.7435938214391584	-1.093379335564713
India Gate	Monument	1772	IN	3.4561506142257934	1.1447912386893495
Gateway of India	Monument	1506	IN	3.3421066838451	0.8292604714932121
Purana Qila	Monument	402	IN	1.4832520922360313	-1.0096147936231883
Jantar Mantar	Monument	353	IN	1.4118699872584555	-1.0864089896388252
Gandhi Smriti	Museum	110	IN	1.0626528198474283	-1.4682593538960824
Siri Fort	Monument	100	IN	1.049735797821189	-1.4839240477057425
Bombay Stock Exchange	Building	1414	IN	3.2093366028157932	0.684577630378979
Mysore Palace	Palace	1308	IN	3.3016122918969155	0.49784348656645955
City Palace, Jaipur	Historical Site	472	IN	1.624955731907022	-0.87303669360209
Hawa Mahal	Palace	1112	IN	2.5467895495819914	0.1332992808866533
Jal Mahal	Palace	537	IN	1.7178771571343587	-0.7712573524198374
Albert Hall Museum	Museum	174	IN	1.1961492391646693	-1.3415086387131556
St. Francis Church, Kochi	Church	84	IN	1.6094985963946982	-1.4105596378524212
Mattancherry Palace	Palace	75	IN	1.596943535700498	-1.4249175558840625
Bangalore Palace	Palace	516	IN	2.1473039330093364	-0.7630955171033678
Hill Palace, Tripunithura	Museum	80	IN	1.6052632895160293	-1.41841559223159
Jallianwala Bagh	Historical Site	362	IN	1.3087222136174725	-1.0551607926301099
Monsoon Palace	Palace	156	IN	1.2244924910031385	-1.330307896204191
City Palace, Udaipur	Palace	439	IN	1.6330472043802617	-0.8858029219601509
Infosys	Building	1904	IN	4.151157743475114	1.4199768913968065
Sanchi	Archaeological Site	1311	IN	2.960095770629757	0.43678946023380466
Valluvar Kottam	Monument	123	IN	1.6031480191138792	-1.416359652531973
Panchakki	Monument	75	IN	1.2725196161946875	-1.458174246824002
Bibi Ka Maqbara	Monument	632	IN	2.0743920531700497	-0.5824375706181563
Dan	Archaeological Site	83	IN	1.4459594984472361	-1.4112883443603175
Golghar	Archaeological Site	123	IN	1.2471299240684974	-1.5389836351443724
Chandragupta	Archaeological Site	119	IN	1.4877256518281918	-1.4190622415128664
Vijaya Stambha	Monument	265	IN	1.3811255914495648	-1.1735672705099232
Ctesiphon	Archaeological Site	425	IQ	1.0820300191018004	-0.5622308844055014
Sien	Archaeological Site	121	IQ	0.5630202399229446	-1.0338605019783271
Latin Church	Church	454	IQ	1.1139968699293221	-0.5153363444108645
Ur	Archaeological Site	55	IQ	0.6302446304574936	-1.1543769787787304
Persepolis	Archaeological Site	63	IR	0.7350452063705967	-1.226800976353201
Pasargadae	Archaeological Site	253	IR	1.002809247797449	-0.9331093783215263
Takht-e Soleymān	Archaeological Site	57	IR	0.46367543022014385	-1.1921606403556184
Magma	Building	89	IR	0.8115258832921616	-1.3048170829324912
Tepe Sialk	Archaeological Site	55	IR	0.5821411719306351	-1.2379127922233948
Þingvellir	Historical Site	51	IS	-1.036013031914235	-0.4250835621496232
Segesta	Archaeological Site	104	IT	0.18129537554291397	-0.6695940771258565
Castello Maniace	Building	64	IT	0.17408335810704698	-0.7609588286167546
Vulci	Archaeological Site	59	IT	-0.040979674209540615	-0.7386647391900235
Velia	Archaeological Site	72	IT	0.08534263084480088	-0.7608005538580127
Basilica di Superga	Church	252	IT	0.12198091478052359	-0.4027262981756796
Castello Sforzesco	Castle	436	IT	0.38723129810687834	-0.13386442744517246
Santa Maria della Salute	Church	73	IT	-0.12410303799904636	-0.7197455395906941
Basilica di San Marco	Church	512	IT	0.5083124174976578	-0.029659616641620944
Castello di San Giusto	Building	128	IT	-0.020924954393445522	-0.6797554869257595
Pompeii	Archaeological Site	72	IT	0.06057573836150801	-0.754621515912268
Castel Nuovo	Building	100	IT	0.09616502289164675	-0.7078914652666263
Ninfa	Archaeological Site	421	IT	0.522996442242032	-0.18939949846068826
Castel del Monte	Castle	763	IT	1.0611130490457161	0.30676388150285727
Castello di Miramare	Castle	271	IT	0.1827101115851582	-0.4543223343677972
Madonnina	Church	125	IT	0.03566016448304328	-0.6455326505244308
Herculaneum	Archaeological Site	764	IT	1.0542415189078913	0.3350481652296459
Cumae	Archaeological Site	121	IT	0.12411783126377612	-0.6723167676227323
Mole Antonelliana	Building	976	IT	1.1644190615528094	0.736764774874062
Madonna delle Grazie	Church	78	IT	0.10925179308474398	-0.7912360270277528
Madonna della Neve	Church	92	IT	-0.07119150737423473	-0.6699611623511282
San Siro	Church	738	IT	0.8554496305674705	0.34788319514276916
Castello di Duino	Building	60	IT	-0.12435321777197583	-0.7849927680411043
Colosseum	Amphitheater	139	IT	0.10299264747890323	-0.628192366732093
Circo Massimo	Archaeological Site	728	IT	0.9513709229818494	0.29808862540322023
Foro Romano	Archaeological Site	303	IT	0.33906217260798593	-0.3702328773737664
Teatro di Marcello	Archaeological Site	118	IT	0.0725791961255803	-0.6610537194049196
Ara Pacis	Monument	458	IT	0.5617630458413857	-0.12643290063181328
Castel Sant'Angelo	Castle	853	IT	1.1306857226130764	0.4948224288249318
Castello Estense	Castle	270	IT	0.19007508970499387	-0.4242331851418251
Galleria degli Uffizi	Museum	747	IT	0.9078402774969841	0.3355669901460981
Piazza dei Miracoli	Historical Site	333	IT	0.3053343348334274	-0.30384310242492957
Reggia di Caserta	Palace	815	IT	1.1189909859885536	0.41428921800397667
Basilica di Santa Maria Novella	Church	718	IT	0.8658133032393942	0.2900171030525571
Spanish Steps	Monument	933	IT	1.2459563334475885	0.6203883514564941
Trevi Fountain	Monument	1499	IT	2.0613001716086186	1.5104110446201844
Pantheon	Archaeological Site	81	IT	0.019054674024189255	-0.7192296270811884
Fontana dei Quattro Fiumi	Monument	1141	IT	1.545666072214228	0.9476185756814771
San Luigi dei Francesi	Church	97	IT	0.04204440142130139	-0.6940445581586444
Duomo di Milano	Church	1328	IT	1.6722014454206122	1.268649368171936
Palazzo Carignano	Palace	142	IT	-0.03680946270998475	-0.5745546604869877
Museo Egizio	Museum	59	IT	-0.1563407548959931	-0.7050528011251906
Monte dei Cappuccini	Church	83	IT	-0.12137324221951368	-0.6674477223658954
Villa della Regina	Palace	68	IT	-0.14282636182166122	-0.6911734103272178
Castello del Valentino	Palace	132	IT	-0.05072189667618749	-0.5902314809345458
Castello di Rivoli	Palace	66	IT	-0.1478537346701158	-0.6917543656204402
Palazzo Vecchio	Palace	535	IT	0.6024821113700842	0.0021899777062565746
Palazzo Pitti	Palace	590	IT	0.6817888918171343	0.08877530669271673
Pinacoteca di Brera	Museum	219	IT	0.07470589534775259	-0.4752019933547934
Santa Maria delle Grazie	Church	66	IT	-0.1456115552576165	-0.7155357623056702
Auditorium Parco della Musica	Amphitheater	163	IT	0.13612228654783207	-0.5903970588341745
Basilica di Santa Maria Maggiore	Church	575	IT	0.7307641480430563	0.057278644553470856
Villa Farnesina	Building	83	IT	0.02200601660433591	-0.7159348184688028
Villa Romana del Casale	Archaeological Site	150	IT	0.27929453125221976	-0.6144169854734493
Metaponto	Archaeological Site	144	IT	0.19687313723448222	-0.6706776693086808
Venosa	Archaeological Site	202	IT	0.252845472763552	-0.568974977379162
Galleria dell'Accademia	Museum	211	IT	0.09255482295602924	-0.5291120890357602
Castello di Torrechiara	Castle	95	IT	-0.06833149554126852	-0.6808473665756131
Peggy Guggenheim Collection	Museum	104	IT	-0.06151104311557621	-0.6974087133525859
Domus Aurea	Archaeological Site	232	IT	0.23686902466916887	-0.48198874988011614
Verona Arena	Amphitheater	186	IT	0.04437564682924047	-0.5508219854113128
Galleria Borghese	Museum	176	IT	0.15551509249494966	-0.5701199881933623
Santa Costanza	Church	51	IT	-0.024551846331267106	-0.7670500497825374
Museo archeologico nazionale di Napoli	Museum	161	IT	0.18338623137155033	-0.6120707262681011
Abbazia di Farfa	Building	78	IT	0.006626360456300159	-0.7286295921473448
San Lorenzo fuori le Mura	Church	67	IT	-0.0008464661062929517	-0.7418348466735364
Sacra di San Michele	Monument	433	IT	0.37832245087700433	-0.11258577400319636
Sacro Monte di Crea	Church	53	IT	-0.16058343898686922	-0.7223491992717921
St Mark's Basilica	Church	506	IT	0.5174229834458238	-0.06540899069878321
Palazzo Farnese	Palace	104	IT	0.05224766672978226	-0.682965071875711
Donnafugata Castle	Historical Site	62	IT	0.1699666241543792	-0.7535928739376616
Basilica of St. John Lateran	Church	76	IT	0.012517346885604994	-0.7274150279308341
Cappella Sansevero	Church	619	IT	0.8431933810354145	0.1080707707129054
Museo Correr	Museum	90	IT	-0.08171869228921402	-0.7195110270274672
St Mark's Clocktower	Building	74	IT	-0.10477592982018515	-0.7446980288427122
Ca' Rezzonico	Museum	52	IT	-0.1365350834330005	-0.7791187296993594
Castel Beseno	Castle	86	IT	-0.11426896754459781	-0.7118612172109767
Castello di Avio	Castle	56	IT	-0.15289037026243682	-0.7559059409089635
Giardino dei Tarocchi	Museum	77	IT	-0.012529691539830969	-0.7145659875443496
Santuario della Madonna del Divino Amore	Church	63	IT	-0.0024593689319948446	-0.7478671187723773
Basilica di Santa Maria Gloriosa dei Frari	Church	154	IT	0.010263934247209628	-0.6187464146627494
Sybaris	Archaeological Site	136	IT	0.20356546358326336	-0.675760580980159
Fondaco dei Tedeschi	Palace	167	IT	0.029033045980456078	-0.5984463924086963
Santa Sabina	Church	85	IT	0.025287357604082	-0.7129126230095844
Veii	Archaeological Site	95	IT	0.034450686961352686	-0.6966411182050479
Duomo	Church	104	IT	-0.07275016505695006	-0.7150032337910248
Castello	Castle	163	IT	0.01116391342022474	-0.5869152005061576
Basilica Palladiana	Church	110	IT	-0.06358110135516072	-0.6781298718084232
La Rotonda	Palace	64	IT	-0.12921999322648675	-0.750573053907582
Duomo di Padova	Church	88	IT	-0.08789738841365331	-0.7163702436617608
Castello del Buonconsiglio	Castle	211	IT	0.06145379830089713	-0.5161783583790904
Musei Capitolini	Museum	164	IT	0.13882144231053928	-0.5887656298152159
Basilica dei Santi Cosma e Damiano	Church	95	IT	0.039517528882623915	-0.6973249600118665
Terme di Caracalla	Archaeological Site	175	IT	0.15519590493649627	-0.5715432370157342
Tempio di Giove Anxur	Archaeological Site	50	IT	0.0007327566105118537	-0.775527901577878
Serapide	Archaeological Site	55	IT	0.030425140841503263	-0.7769069560464081
Santa Croce in Gerusalemme	Church	80	IT	0.01829165385910664	-0.7212704874431659
Terme di Diocleziano	Museum	103	IT	0.05077403634882697	-0.6849479472426105
Villa Medici	Palace	61	IT	-0.010009561589826528	-0.7507972103182904
Villa Borghese	Palace	417	IT	0.50261509385849	-0.1911598916880231
Santa Maria del Popolo	Church	154	IT	0.12377810738559235	-0.6044949469321389
Temple of Hadrian	Archaeological Site	67	IT	-0.0011302675032554299	-0.7412823463115584
Santa Maria sopra Minerva	Church	148	IT	0.11557802138263139	-0.6138875463056438
Galleria Doria Pamphilj	Museum	74	IT	0.009034595819517833	-0.7302953723398558
Palazzo Venezia	Palace	140	IT	0.10414330302971664	-0.6265078113857135
San Marco	Church	62	IT	-0.008180550404357532	-0.7491560017424106
Chiesa del Gesù	Church	137	IT	0.09981922090563135	-0.6311985065519484
Ponte Rotto	Archaeological Site	67	IT	-0.0007939467672112632	-0.7412336653455756
Palazzo Barberini	Palace	111	IT	0.06223013757802731	-0.6722482303330739
Sant'Andrea della Valle	Church	66	IT	-0.002493894534904622	-0.7427712710706147
Paestum	Archaeological Site	327	IT	0.4429740881948714	-0.3590331133711311
Oplontis	Archaeological Site	68	IT	0.054312634917354295	-0.7605406711176508
San Giorgio Maggiore	Church	53	IT	0.028042479185983293	-0.782013562516792
Museo nazionale di Capodimonte	Museum	132	IT	0.14119199833450882	-0.6577354062573192
Museo nazionale di San Martino	Museum	72	IT	0.055446773846765086	-0.7518500490573484
Duomo di Napoli	Church	257	IT	0.3217582430402619	-0.46123432679932747
Basilica di Sant'Ambrogio	Church	268	IT	0.14546790371825893	-0.3979453462522525
Duomo di Monza	Church	111	IT	-0.08360666823133377	-0.6467026287984685
Duomo di Bergamo	Church	77	IT	-0.13292549342173635	-0.7058351987021896
Battistero	Monument	57	IT	-0.16174925627010858	-0.7372743431736211
Museo di Santa Giulia	Museum	75	IT	-0.1255411659082503	-0.7157080371283533
